review_body,stars,product_category,language
"Although it is a very cute dress the fit is awkward. I did return it because there was no fixing the way it bulged feom the armpit area to my breast. The semi petticoat was very itchy as well, but fine with a slip. The fabric however was comfy on the skin and had a small amount of stretch.",3,apparel,en
"Update: It never connects. I waste about 10 minutes trying to get it to start every time I want to print something. I've had it a month and I'm considering buying a replacement printer. It's so bad. It's a good printer - very fast, automatic double side, when the connection works. Unfortunately it takes a lot of trial and error every time I want to print something as it can never be found by my laptop, even when it says 'ready' and the wifi shows connectivity. I'll probably need to buy a cable to avoid the frustration, which is a shame.",1,office_product,en
Great movie. Low budget but great movie,5,digital_video_download,en
It was exactly what they said it would be!,5,home,en
"Dvd offert à noël à ma fille, elle était ravie, mais maman un peu moin la boite etait abîmé.",3,other,fr
"Malgré l'absence d'un mode d'emploi en français (supplée par l'efficacité du service client), cette lampe remplit parfaitement sa fonction. Les caractères sont très lisibles, le réglage simple, la lampe s'adapte à toutes les positions, et peut même être fixée sur une surface verticale (support auto-collant fourni) Légère, peu encombrante..",5,home,fr
Hubs said it smells like a urinal cake.,2,beauty,en
"J ai renvoyé le deuxième, il y a 15 jours. Toute les sorties audio, on lâcher au bout de 1 ans et demie. L'image saute quand la télé et le vidéo projecteur sont branché, le son de la free marchait une fois sur 12. Et ses LED Bleu, impossible de regarder un film avec le boiter de face. La télécommande infra rouge, marche pas à plus de 1 mètre... À fuir a tout prix",2,electronics,fr
"These glasses are great, very comfortable and I'm glad I bought them.",5,drugstore,en
"I’m a 38 DDD , The bras are a tad snug. Very cute but I get better support from a $5 lace bra from Walmart. My shoulders have been hurting like there’s no tomorrow since I’ve worn it. I wouldn’t recommend them if your bigger chested",2,apparel,en
"I honestly didn’t like it, speaker and touch was terrible",2,pc,en
"La voix est exceptionnelle, le répertoire faible à l'exception des succès connus.",3,other,fr
"We needed a new vacuum to replace our older Shark. We were happy with the product so we stayed with them. This new one far exceeds our expectations. It’s a bit heavier but it’s easy to handle, very well built, has a great sleek design. and the suction is strong! It really does a great overall job on floors, rugs, carpet and upholstery. We’re very happy with our purchase??",5,home,en
Pour la révélation des damas et lignes de trempe. Il suffi d'ajouter de l'eau dans le bidon et le produit est prêt. Bonne efficacité.,4,electronics,fr
Can't get by without it,5,beauty,en
"Cheap Quality, broke in 2 weeks. We also purchased a seperate universal train set to add trains and they don't line up with the tracks.",2,toy,en
"Remplacement des coussinets d'origine un peu ardu, mais réussi en peu de temps. Confort et acoustique identiques au matériel d'origine. Solidité à voir sur la durée.",4,wireless,fr
It came with the borken bottle and either Amazon nor seller welling to give us a replacement product just kept telling us no refund.. we just want a new unbroken one... what a big disappointment.,1,grocery,en
"Quand je branche Et que j'appuie pour faire fonctionner, elle fait le bruit mais la peinture ne sors pas",3,home_improvement,fr
Très pratique pour éviter d'avoir mal avec des talons,5,drugstore,fr
Excelent jouet pour stimuler bébé ! Mon bébé de 2 mois l adore. Je recommande à 100%,5,baby_product,fr
It’s clear to me that this isn’t the real life proof case. It’s not the hard material like the other ones I’ve had,2,wireless,en
"exactly as I expected. Great product for my mom's oxygen machine in public. If the handle was 6"" taller I would say this cart would be perfect. I have to bend done a touch to hold the handle. Probably fits my mom's height better. I would definitely buy this item again.",4,office_product,en
"The coffee taste great. However, the cup is not the right size for my Keurig 2.0. It does not puncture a large enuff hole in the bottom of the cup causing the brewer to stop with a malfunction warning. Had to expand the hole either by using a knife or predrilling the bottom of the cup so that it would fit in the pod holder. So, while the coffee is great, Keurig users should be aware that the cup may not operate properly in the machine. Would not purchase again just for that reason.",2,grocery,en
Fait son travail mais il est un peu léger et un peu fin pour le prix,3,lawn_and_garden,fr
They don't fit and seller won't take them back!,2,industrial_supplies,en
They work as they should. The fit isnt great (-1 star) but it isnt really noticeable unless you are the one that put them on. They stick good.,4,automotive,en
shipped faster than expected,5,book,en
Pas adapté pour peigner des poils long d'un chat.,3,pet_products,fr
"Reçu hier, déçu de la finition du produit (peinture rayée, mousse de mauvaise qualité collée n’importe comment, difficile à déplier). A voir dans le temps mais je trouve cela très cher pour ce que c’est. Je les déconseille aux personnes souhaitant de la qualité.",2,home_improvement,fr
"Un coup de coeur malgré une pixelisation des lames (d'où une étoile en moins dû à la qualité). Un oracle attachant aux belles illustrations, au coeur de Marie. Je recommande!",4,book,fr
"le produit commander n'est pas du tout celui , j'ai reçu . il ne correspond pas du tout a la photo.... tanpis",1,home,fr
Planted them none of them came up,3,lawn_and_garden,en
"I bought this to use in an open 14' boat with a 25HP Honda outboard. The two areas where the cables can go in when the top is tightly fastened with the strap should provide adequate ventilation, but there are two dime-sized grids that are directly open to the rain and/or spray from boating, which eventually would fill and flood the battery box. Not sure why this is designed thus, will just have to check it frequently.",3,automotive,en
The ginger slices are thin...which is GREAT! Excellent product. Superior to others that I've tried. Love them. Will definitely order again.,5,grocery,en
ma fille a aimé l'histoire mais l'a trouvé trop courte,4,book,fr
"The book has a lot of good information in it. However, it lacking information. I personally was hoping for more.",3,digital_ebook_purchase,en
starting to peel of after a couple weeks,2,wireless,en
"This is definitely a great sound system! I would say it’s an upgrade from the one they had before! It’s a nice and sleek design that looks very modern and nice. The remote is nice and simple to use and connecting it is super simple. The sound is very crisp and clean the bass is good, but I wish it was a little stronger. Other than that it’s a great system that performs very well. Any other questions, feel free to just ask me :)",4,electronics,en
Déçue de la procedure de remboursement Produit retourné depuis plusieurs jours déjà et toujours pas de remboursement... Dans lattente dune réponse...,1,pc,fr
I always use L’Oreal but usually the one to Hydrate my skin. I clicked this one by mistake. I had to be very careful around my eyes. It would sting and burn until after lunch if it got in my eyes.,1,beauty,en
"If you are one of those that still spends 6 dollars or whatever at starbucks for your white choc latte then dont fret and start saving your money, this is the syrup they use! Like any Torani syrup its pretty true to type, good taste and you dont need much so itll last a while.",4,grocery,en
"Excellent product, recommended 100% !!",5,drugstore,en
senteur très superficielle,3,home,fr
Elle s'adapte parfaitement a mon iPhone X elle est souple et on l'a bien en main,4,wireless,fr
Box on the item was ripped,2,toy,en
"Découpe correcte du haut parleur et appareil photo, mais la taille est trop petite, manque 3 millimetres sur les côtés et la hauteur.",3,wireless,fr
"Produit de mauvaise qualité, ne l'acheter surtout pas si vous avez une coque en plus. Très déçu je ferais attention avant de commander",1,wireless,fr
"je ne pense pas avoir été suffisamment vigilant quant au délai de livraison annoncé !!! en plus le prix !!! Pour dire que rien ne justifiait le fait que je passe commande chez vous !!! Je ne réitérerai pas, c'est certain !",1,office_product,fr
"Elle est comme dans la photo, est la pointe de la ponceuse est entièrement en métal de bonne qualité. Si quelqu’un m’aurait écrit ça avant je l’aurais acheté plus vite..",5,beauty,fr
Pour la décoration de la chambre de mon fils,5,toy,fr
Je n’ai jamais reçu le colis !,1,drugstore,fr
Elle pue cette odeur mais moi je l'aime pas mon fils m'a dit que on se croirait dans un hôpital c'est pas le vrai huile essentielle ça sent le produit chimique pourtant j'en ai acheté beaucoup de cette marque mais celle-là elle va passer à la poubelle,1,drugstore,fr
IRISH CANDY BAGS FOR THE OFFICE THANK`S,5,drugstore,en
arrived in very bad condition while the packaging was impeccable,1,toy,en
I am giving this product 5 stars but taking 2 stars away for the constant increase in price each time I have ordered. I am happy with the product but extremely disappointed that each time ordered the price goes up. I posted questioning why only to have it removed. Very sad. Will have to look elsewhere.,3,drugstore,en
"They float. The bag says they don’t, but they clearly do. Dusty and dirty.",1,lawn_and_garden,en
"Voiture très performante, cependant, après 10 minutes d'utilisation sur chemin de terre, le troisième essieu n'est plus entraîné. J'espère que le vendeur me donnera une explication car cela n'est pas vraiment normal.",3,toy,fr
Love it it arrive pretty quickly as well,4,home,en
Love this series! I can only say good things about it because I enjoyed every second of reading it. I found it incredibly difficult to put down.,5,digital_ebook_purchase,en
"I cannot comment on battery life, but overall this device is good. Unlike some cheap air fly mice I used in the past, the mouse pointer of this one moves quite accurately and I would have given it 5 stars if it wasn't for the annoying fact that each time I need to move the cursor across the screen, I need to click the laser pointer button to activate it.",3,office_product,en
I use these at school so I had to buy them for myself for lashes and skin analysis. I really love these the only downside is that I have no idea how to put on the strap...which would be helpful.,4,office_product,en
Pas réellement convaincu et ayant suivi le tuto à la lettre j'ai encore beaucoup de bulles ! dommage l'emballage me semblait bien,2,wireless,fr
"Bonjour. Jeu téléchargé par le petit-fils. Il était content, il a trouvé ""cela très marrant"" . Achat facile. Téléchargement aisé. Facile à utiliser.",4,other,fr
Coque pour s10 un peu juste en taille mais ça rentre en forçant un peu,4,wireless,fr
Just what my son wanted .,5,book,en
"There are two printings of this game, get the other one. These are much harder to read.",1,toy,en
"utilisé surtout pour mesurer les pentes ( route , rue , chemin ) . manque une mémoire , à savoir , il faut se coucher pour regarder la mesure de la pente ( couché au milieu d'une rue ou d'une route , ça fait désordre )",2,home_improvement,fr
It is very dry. Leaves my tan skin with a white look.,3,beauty,en
pas de notice et qualité plus que moyenne. dommage mais pas chère,2,toy,fr
Just a note to others. The LCD background is black so the numbers do not have a strong contrast making this (me) difficult to read day or night at a glance. Otherwise would have given 4 stars overall. I returned mine...thank you Amazon.,3,watch,en
traduction du chinois vers l'anglais puis le français par quelqu'un qui n'a jamais vu le produit. produit non conforme à la description,1,home,fr
Les 3 capes + 3 masques + 3 bracelets sont conformes à la photo. les bracelets sont un peu grands. les masques sont en feutrine. le tout est tout à fait correct.,4,apparel,fr
This wig is on point! It does tangle a bit easy but other than that it is easy to style and make your own.,4,beauty,en
"I'm 60 years old and my skin has never figured out that puberty was a VERY long time ago. My skin still produces a lot of oil. Once I turned 50, my pores got really big and I started breaking out like a teenager. To keep my skin clear I was using about 5 different products which made the am/pm ritual very time consuming. I found this product while searching for something that would reduce the number of steps.",5,beauty,en
"A peine après un mois d'utilisation, la carte a bloqué mon Lumix G9. J'ai du enlever la carte pour débloquer mon appareil. Cette carte était devenue un vulgaire bout de plastique. Elle n'était reconnu par aucun Pc, portable ou autre appareil. N'ayant obtenu aucune réponse de la part de SanDisk, je me suis tourné vers Amazon qui a rapidement procédé à un échange. Avec la nouvelle carte, pas de problème mais je n'ose plus lui faire confiance pour le moment. Je fais, systématiquement, une copie sur le 2ème slot de l'appareil photo.",3,pc,fr
Reçu le bracelet noir cassé en deux!,1,electronics,fr
"j'ai été assez déçue car le contenant est vraiment petit et très plat. En effet, juste des cartes, des billets, pas de portable, pas de lunettes... le seul truc sympa est le système de fermeture autour de la taille qui est très élastique .",3,luggage,fr
Doudou magnifique je suis ravie et impatiente de le présenter à ma seconde fille qui arrive sous peu.,5,baby_product,fr
It's ok - The fabric is not so stretchable for yoga/stretching workouts though.,3,apparel,en
"As advertised, set up is easy and they work great. Grandson is very happy.",5,video_games,en
"First time buyer from this company. Great smelling, long lasting, larger than I thought. Price was half the cost of other candles. Would highly recommend to any candle loving, value conscious person.",5,home,en
"Has to be plugged in to put your phone in it. Hubbies phone works ok, mine doesn't charge well if I'm using it for anything like directions",3,wireless,en
"I was really excited about this bottle since it doesn’t contain any plastic. It works to hold water and seals well, however, the main problem for me is that it traps mildew very easily and makes it smell bad. I’ve had several other Kleen Kanteen bottles that don’t do this. I really wanted to like this bottle but due to the mildew smell (and I wash it regularly) it makes me not want to use it.",3,other,en
"The difficulty I had with using these is that you it goes around the entire headrest -- which means that if the seats have video screens on the backs of them, you're going to be obstructing the person's view behind you! So that's not an option. On seats without video screens I did use it, but it was really awkward and my head was held in this straight upright position which actually wasn't that conducive to sleeping. If you're on Spirit or Frontier where the seats don't recline -- really not comfortable unfortunately.",1,luggage,en
La taille ne correspond pas aux normes européennes.,2,shoes,fr
"le look est super mais le fermoir s'ouvre tout le temps, déjà un de perdu sur les 2",3,jewelry,fr
"I love raw Brazil nuts. Hands down these are the best I’ve ever purchased. They are fresh and with excellent taste. All Brazil nuts i have ever purchased always have a small percentage that have a bad taste, but these are extremely low. I rarely encounter a bad nut. Thank you for providing such a high quality product!",4,grocery,en
Bon produit s’adapte très bien sur mon aspirateur,4,home,fr
"I like the size and design of this mat. It does seem to magnetically attract dirt, dust & fur. BUT IF YOU ARE LOOKING FOR A LIGHT SKY BLUE OR TURQUOISE COLOR - BEWARE :: this color was a much more bright neon blue - quite ugly. Returning it because the color was misrepresented online.",2,pet_products,en
"Honestly, I would have given this 5 stars because it was exactly what I needed and seems to be doing great at getting my cats not to scratch my new furniture. However, it should really come with four pins for each panel (for a total of 24) so you can put a screw in each corner. Mine only came with 14 screws, so most of the panels aren't attached at the bottom and are curling up.",3,pet_products,en
on ne s'en lasse pas,5,other,fr
It is a great camera worth its price!,4,camera,en
"Very cute , but gold tarnished even after one wear",3,jewelry,en
"Loved this, but fell apart not even 3 months in, while in the airport. And I can’t return....",2,baby_product,en
"This board is thicker. Functionally, it is the same, but that extra weight has an upside and downside. Plenty large enough and the juice groove is perfect. I also appreciate the handles underneath so you can lift it without tilting.",5,kitchen,en
These worked great for my female Blue Heeler.,5,pet_products,en
Cup leaks constantly even When fully closed. If I could give it zero stars I would. Do not recommend at all,1,other,en
Not very bright and in temps below 20 degrees they start to flash and go out. Other then that they are decent.,3,automotive,en
"It’s difficult to position the nail just right for it to be illuminated and trimmed. Forget trying this item to illuminate your dogs nails if your dog has black nails, you can’t see anything through black nails. Don’t waste your money.",1,pet_products,en
ne tien pas la charge certaine n'ont méme pas charger la premiére fois .,2,home,fr
"2hrs trying to sign.....kept telling me wrong user id or password. If I said I forgot and wanted to reset, it would ask for my email address then proceed to tell me my email address was wrong. Got really frustrated and haven't tried since!!!!",1,other,en
I get three bars of Verizon at home. This was quick and easy to install. But......it boosted me all the way from three to a whopping FOUR bars. Not sure that was worth two hundred bucks.,3,wireless,en
"Just took my daughter out with this over her carseat and got so many compliments! It's so soft, lightweight and beautiful!",5,baby_product,en
"The baiting situation is clumsy for chipmunks, the most effective bait is bird seed and this trap is not set up for floor triggering",2,lawn_and_garden,en
bon vendeur ...expédition rapide,4,furniture,fr
"These are great party hats for cats or really small people. The paper does tear easily, but you can tape the hats up. Don't miss the little adhesives for the pompoms- they are easily lost.",3,kitchen,en
"The bottle came wrapped very well, however after unwrapping the bottle, is was extremely scratch up as well as the label. I was surprised to see the label looking old and the bottle looked as though it had been tossed around for a while. I chose to only use it for the skin.",2,drugstore,en
"Article qui devait arriver début mai. Malgré mes emails de réclamation et maintenant de remboursement, aucune réponse. Allez en pharmacie les acheter directement ..",1,drugstore,fr
"They flew off the racquet within the first week, never to be found again. I've gone back to using rubber bands.",2,sports,en
"C'est la première coque apple que j'achète et celle-ci est très fragile, elle est cassée aux coins inférieurs",2,wireless,fr
My unit broke after the first use,1,electronics,en
Item arrived with chip in glass. Box was not damaged. Was packaged that way.,2,home,en
Love this book. I felt the boxes were a bit to small but there is just a chance I am using this for a younger writer than its intended purpose. It really helps explain spacing and letter shapes,4,office_product,en
Jolie cabane mais il manque des raccords pour rattacher des tubes entre eux! Comment fait on??? Merci de votre retour,2,toy,fr
"Socks are like lightweight, soft and cozy. Colors are nice too. Only reason it didn’t get a 5 is that they could be a little tighter as I find myself tugging them up throughout the day. And I’m a ladies shoe size 10 medium width! If your feet are size 8.5 or under I might consider other socks.",4,apparel,en
"They fit me nicely, and sound good to my ears. But, the plug shorted out just shy of eight weeks, so now I have a left-channel earphone (singular), instead of stereo earphones (plural). I'm going to give them another shot and hope the durability improves on the next pair. I also wish I could find something similar with an in-line volume control. I don't need a phone mic, just a volume control.",3,electronics,en
"Le déodorant est très efficace, en revanche alors que je l’utilisais depuis des mois je vais changer de marque. Je constate de plus en plus souvent des traces blanches sur mes polos, m’obligeant régulièrement à laver une seconde fois le linge !",2,beauty,fr
"Coques très solides, conviennent parfaitement au redmi note 5. Permet notamment de remplacer la coque originale par des coques de couleurs. La fonction anti trace de doigts est véridique. Attention cependant à la texture matte qui peut vous surprendre au début car le grip entre les doigts est moins important que sur la coque en silicone originale. De plus l'appareil photo est selon moi pas beaucoup protégé, du à la volonté des constructeurs d'avoir une surface plane. Ça plaît ou ca plaît pas.",4,wireless,fr
Not what i was expection! Its thin the actual belt seems strong and the color isn't red FYI,2,apparel,en
Rubbery and Difficult to use,3,wireless,en
Bon rapport qualité prix.,4,furniture,fr
"After reading Promise, I had no clue what I was in store for. I knew this was going to be a second chance romance, but I had no predictions on how everything would play out. I really enjoyed this book. I read it in half a day (maybe less). These characters and their story is everything. I knew I was going to be in for a treat right from the start. I love Brooklyn and Drew. Their push and pull in this book will make your heart ache. Two people who love each other with all of their hearts, but their push and pull is everything. It makes for what I hope to be a happily ever after that much better. (I need the next book pronto so I can get the rest of this book.) I want to say that I feel sorry Wes. Almost. I didn't get much from him, but maybe that's the point? He is present but absent at the same time, so it's hard for me to feel much for him. I don't believe that his love for Brooklyn is an all consuming love like Drew's is. Although, I am kind of hoping he at least fights for her in the next book. My heart physically hurt at times for Brooklyn and Drew. Between their denial and their back and forth, the angst was almost too much at times. I thought I was going to combust. If you haven't picked this one up, I highly suggest that you do. Leigh never seems to disappoint with her books. I have yet to be let down.",4,digital_ebook_purchase,en
"My friend eloped unexpectedly, so I needed a quick meaningful gift! She got it the day after and loved it. Plus it's useful for when they have their real wedding reception and need to send out all those TY letters.",4,office_product,en
Alors il est difficile à monter ça c'est compliqué faut quand même vérifier revérifier en tout cas moi je crois que je l'ai démonté plus de trois fois dans l'ensemble parce que je m'étais trompé de sens exetera et si c'était pas évident ou bien les fixer mais sinon lorsqu'on termine évidemment donc après on est vraiment content mais sa ne dure pas la qualité n'est pas du tout au rendez-vous je ne le recommande pas je souhaiterais même demander le remboursement car c'est vraiment de la merde,1,furniture,fr
Cadeau de noël pas déçu article correspondant parfaitement à la commande,4,toy,fr
These bikes are so realistic looking and perfect for the boys I teach online for ESL. My first order had a broken one and they sent me a replacement. So cute.,5,toy,en
"ces perles ne sont pas solides du tout, se fixe pas et si la tresse est trop épaisse ça se casse.",2,beauty,fr
"Très épais voire un peu trop , il faut quelque temps d'utilisation sur un transat pour le rendre confortable.",3,lawn_and_garden,fr
"For how poorly made it is and how badly it functions it should have cost way less. The wheels pop off and don't stay in place so they're pointless because if you try and roll it they just fall off. The drawer is terrible. It is very hard to pull in and out and constantly falls out. It's a pretty small size so my printer hangs off just a bit.. Overall, it's wobbly. A plastic milk crate would have been a better option.. Don't waste your money.",2,office_product,en
"Sadly, two out of three of these cords are not working. The return window is closed so I have no options. I will never buy these or anything from this manufacturer again.",1,pc,en
Bonnet reçu avec un trou... pour 40 euros ça le fait moyen. De plus le bonnet est lourd. Sinon fait son job mais la chaleur ne tient pas longtemps. Déçue,2,beauty,fr
"I was so excited about this product and was over the top happy it was delivered earlier than predicted. The packaging is BEAUTIFUL but there was zero scent. Zero scent even after an hour of burning. How discouraging. I thought I had found the solution for teacher, family, and co worker Christmas gifts. Update. This company has wonderdul customer service. Extremely professional. Will continue to purchase their product thanks to their top notch attention !",4,home,en
Utilisé pour emmener des affaires au travail. Joli et taille parfaite mais j'aurais apprécié que la fausse poche à l'intérieur soit une vraie et que lorsqu'il est déplié mais pas tt à fait plein le panier ne s'affaisse pas lorsqu'il est posé.,4,home,fr
"Seem like good fins; however, one of the plastic pins that holds the heel strap on broke the second time I used them. Going to try to repair it since my return window has closed, but it’s disappointing.",2,other,en
My son cannot stop watching this video.,5,digital_video_download,en
I really enjoyed the book and look forward to the next one. It has s an exciting and loving story that all ages from upper elementary school children to adults will enjoy.,3,digital_ebook_purchase,en
très joli cadeau de fête des mère,4,jewelry,fr
Très bon produit. Conforme léger. Livraison chronopost moins appréciable: Procédure en cas d'absence du destinataire peu pratique et au final contraignante,4,home_improvement,fr
does not do the work,1,musical_instruments,en
So far the product works well. Haven’t used it for very long but I will update if any problems or great things happen. Appears to be a decent product for the price point.,4,electronics,en
"Clé défectueuse, ne marche pas . Essayer sur plusieurs ordinateurs, jeter à la poubelle.",1,pc,fr
"Je résultat est là ! le système est rapide, très rapide ! Complète parfaitement une installation sans SSD ... et pour le prix, il ne faut pas hésiter. L'installation de la mémoire sur la carte mère est un vrai jeu d'enfant par contre je retire une étoile pour l’installation du driver qui reste un eu brouillon : il y a dans le manuel d'emploi une adresse vers le site de Intel et puis ..... débrouillez vous ! voilà mais une fois installé, c'est un vrai plus pour la machine aussi récente soit elle .",4,pc,fr
Article retourné car le bol est trop petit.,2,kitchen,fr
colis livré dans les délais par contre colis devant la porte sans signature de ma part (j'aurais pu dire que je ne l'ai jamais eu) décu kit de vis déchiré dans le carton donc vis manquantes,2,lawn_and_garden,fr
"Il pourrait être superbe s'il n'y avait pas des tâches bleues à plusieurs endroits. Je ne l'ai pas renvoyé pour autant. Ca ne se voit pas tant que ça, mais quand-même ce n'est pas acceptable, alors je préfère le mentionner.",3,home,fr
"Not for an active kid. My son had these for less than 2 months and already made holes. Literally can’t wear them in the rain. To be fair, he drags his feet in the cement while riding his toddler car. The bad part was that it didn’t take too long for the holes to show up. Not even a couple days of his rough play and he had made holes in them. They are very well made and super cute. Just not for a kid who’s always playing and dragging around. He’s just 3 y/o and very active.",3,shoes,en
Color pastel light not as shown.,2,jewelry,en
Cette veilleuse n'éclaire quasi rien. Esthétiquement on voit beaucoup la prise électrique. Je ne recommande ce produit.,2,home_improvement,fr
"Arrivé rapidement et semble très robuste. Bien emballé et très belle finition, pour usage courant ou cadeau donc. Bois et métal",5,home,fr
"Les fils sont inversés et même mal soudés donc le feu. Le support de plaque est correcte mais le feu est inutile, et imposible de contacter le vendeur",1,automotive,fr
"- LA LIVRAISON : Produit commandé le soir par Prime et reçu à peine 2 jour après mon achat. Je suis très contente. - LE PRODUIT : Fil ""métallique"" entortillé entre eux (donc très solide) et protegé de la rouille par un recouvrement plastique. Je l'utilise, car suffisamment long, pour laisser ma chienne se déplacer partout dans le jardin en notre absence. Sinon, elle est tentée de nous suivre et donc de sortir avec nous ! 😅 Mais ma chienne, bien trop maligne s'est amusée a couper de partout le plastique. Le fil tient toujours mais je crains que les jours de pluie n'aient raison de lui d'ici moins d'un an.",3,pet_products,fr
"You would think ""Outdoor Builder"" would be full of diy projects. Instead, this book is way too heavy on instructions on how to assemble their kits! Only the minor projects are from scratch.",2,book,en
Jolie sandales... Bonne taille.... Mise 2fois à peine une heure et le talon déjà décollé vraiment déçu,2,shoes,fr
Ma minette ne si interesse pas du tout,3,pet_products,fr
"Cette tasse est tout simplement géniale. Ne coule pas, l'enfant apprend à boire directement à la tasse. Tient bien dans le temps sauf les dessins qui commencent a s'effacer avec le lave vaisselle. Vraiment contente de mon achat. Idéal comme idée cadeau également",5,baby_product,fr
"Bonjour,impossible de le fixer au par soleil,essai sur 3 voitures,la pince et trop rigide et pas assez ouverte.Il gicle du par soleil.",1,wireless,fr
"Les verres arrivent sous enveloppe avec des protections adéquates, mais sans emballage usine. La livraison contient les lingettes de nettoyage, mais ne contient pas les petits ""stickers"" qui servent à enlever les poussières avant de poser le verre. Le verre adhère bien, il semble robuste. L'inconvénient est qu'il ne recouvre pas totalement la partie visible de l'écran (il manque de l'ordre d'1/3 de mm de chaque coté).",4,wireless,fr
"I just put this together so I can't comment on the reliability or function of the product yet. What I can say is that the poorly translated instructions for assembly are just awful. Word of advice is read them from cover to cover, important info is on the front cover about lining up arrows on the outer discs. Also pay careful attention to how the center divider is seated and how the plastic pegs line up into the holes as I had to coax a few of them into alignment. I had to disassemble mine a bit to get the center divider seated properly. Once that was corrected it went together fairly well and is square and level.",4,lawn_and_garden,en
I love this lighter. The only problem is the battery dies fast. Other than that it is really cool!,4,drugstore,en
"Outre le fait que la connexion du fil USB ne soit pas bien en face, fait son job.",4,wireless,fr
"Doesn’t work for hard water spots and damaged my ceramic coating, causing swirl marks while using. Not worth it. Just use a waterless wash to protest your coating.",1,automotive,en
annoncer 4m 5 de longueur alors que la guirlande fait a peine 3m de longeur le reste c'est du câble,3,electronics,fr
Go with the size you always get for dresses. I got a size bigger because I was worried of it being too tight. It’s still great just need to trust instinct,5,apparel,en
"No time to try it, I will surely love it.",4,automotive,en
I've been using it for a little over a week now and I don't feel sore what so ever... not so happy right now.,2,sports,en
"I am 5.9 tall, weight 159 pounds, work IT, and sit about 12 hours a day. I have long legs, wear shorts most of the time, and move a lot, so the need for having a flexible chair is a must to have. This chair you need patience, patience, and a good back before you decide to put it together. There are so many small parts and somewhat complicated instructions that lack details. The tools kit that comes with the chair is useless. The wrench slips a lot, so expect to bump your fingers around the chair inners(not a pleasant experience). Once you managed to put it together, adjusting the chair is another headache on its own! This is where I am debating on returning or keeping this chair. There are six knee positions you can adjust this chair, and that is great, but the problem with is that you need to remove a long bolt holding the chair against a wall to stop it from collapsing flat on the growing-risking snapping your fingers-. There's another adjuster that it's designed to adjust the height, you have to get off the chair eyeball it to what you might like, sit and if that does not work, get back off and readjust again. You can't adjust it while sitting unless you have a strong grip, and I lift. In all, this is my first week using the chair, and already feel the benefit of having a knee chair. It helps balance the weight on my lower back. It's very comfortable, feels great moving around my workstation. I will def use it and if I decide to keep it will have to remove bolts to it from scratching me. Notes to the manufactures: 1. adjusters should be improved or made to where anyone can adjust while sitting. 2. the screws and bolt design should be revised. 3. the sitting is too steep, it would be nice that it can also be adjustable.",3,furniture,en
La qualité n'est pas au rendez vous les assemblages par boulonnage sont à reprendre Je pense que je vais tout renvoyer,1,industrial_supplies,fr
Should have been only couple dollars so... hope it will hold log enough to compensate for the price paid.,3,electronics,en
"Lots of fun, seat is unique!",5,other,en
"If you can write in the space half the size of college rule, this will work for you. There is a lot of wasted space on the page that could have been used to enlarge the writing areas. Disappointed",1,office_product,en
Love that this is for 2!!! It has quite a lot of recipes and everyone I have made so far has been great!!!,5,book,en
"I love Nora Roberts’ books, some more then others. This was typical of her early writing, lots of romance. Great beach read.",5,digital_ebook_purchase,en
good set some movies good some really bad,3,other,en
Plenty of storage space and compartments,5,pc,en
The best sports bra I’ve had. Great if you have a large bust size. Comfortable and supportive.,5,apparel,en
Not very satisfied with this product,3,kitchen,en
Je recommande a fond je fait plein d activités avec les enfants et je voulais des feutres qui vont sur tout super et ceux là fonctionne vraiment bien j ai utiliser sur plastique bois et vêtements pour l instant ravis et le prix est vraiment bas par a port au autre spécial,5,office_product,fr
"S'il sèche, mais prend environ une demi-heure, le rouleau est manuel et devient tellement emmêlé dans les cheveux qu'il devient ennuyeux jusqu'à ce qu'il soit nécessaire de le retirer. Je ne le recommande pas",3,personal_care_appliances,fr
"After a couple of months of use, the cable suddenly started giving us an error and stopped providing power reliably.",2,wireless,en
"produit intéressant mais un peu large, malgré tout rempli parfaitement son rôle des la première mise en place on ressent tout de suite un soulagement",3,drugstore,fr
Cintres un peu légers et plutôt petits,3,kitchen,fr
Latte cassée à réception.difficile de le renvoyer je pense que cela à été cassé pendant le transport.vu une fois complètement déballé,1,furniture,fr
Le bois qui retient les planches s'est fendu. Retournées à l'envoyeur. Mauvaise qualité à éviter. Le vendeur n'a même pas envoyé un message.,1,home,fr
"rien à dire, achat simple et limpide",5,home,fr
Ok pour le prix. Pareil comme dans la description.,3,home_improvement,fr
"Smaller than it looks, but my daughter (17) loves it and says it feel like she's getting a hug when she leans back into it to read or relax.",4,home,en
"Un Thermos design conforme à la description, la livraison est rapide. Très bonne facture, solide. Parfait pour offrir! 👍 👍",5,home,fr
merci pour la facture de ce pc portable Windows 10 toutefois la Clé Produit n'est mentionné nul part je reverrai ma notation au maximum une fois reçue merci,2,other,fr
Déçu j’ai reçu ma coque déjà abîmé il manquait de la peinture sur les côtés. J’ai demandé qu’on me renvoie l’article or il faut que je renvoie la coque abîmée mais j’ai autres choses à faire.... vraiment déçu,1,wireless,fr
Brosse à dent en bambou très bien à la réception. Jolie couleur. Mais ne dure que 25 jours,3,drugstore,fr
These are soooooo small. Not even sure what size I could order just to cover my bum. Sucks because they are very well made. Order up 2 or so sizes.,3,drugstore,en
Stole my money and haven’t given it back . I never received the package . Don’t buy from here,1,drugstore,en
